artist_ida;artist_idb;cuenta
benjie;ampersand;1
benjiman;flame;1
"benjy ferree";eels;2
"benjy wertheimer";"blind pilot";1
"benkó dixieland band";"100 folk celsius";1
"benn jordan";bluetech;2
"benn l. jordan";air;1
bennet;air;1
"benni hemm hemm";"bright eyes";2
"bennie k";"do as infinity";3
"bennie maupin";aereogramme;1
bennson;"clazziquai project";1
benny;"hombres g";1
"benny andersson";"frank sinatra";2
"benny anderssons orkester";chicago;1
"benny benassi";"the prodigy";12
"benny benassi presents the biz";"david guetta";2
"benny benassi vs. iggy pop";"groove armada";1
"benny blanko";"angie stone";1
"benny carter";"architecture in helsinki";1
"benny golson";"miles davis quintet";1
"benny goodman";"duke ellington";6
"benny goodman & his orchestra";"99th floor elevators";1
"benny goodman sextet";"ellis marsalis";1
"benny hinn";"israel houghton";1
"benny ibarra";"the beatles";2
"benny joy";"in extremo";1
"benny more";"aphex twin";1
"benny neyman";"andrea berg";1
"benny page";"50 cent";1
"benny page & zero g";"cansei de ser sexy";1
"benny quick";"bill haley and the comets";1
"benny sings";"daft punk";2
"benny sings rednose distrikt";"absynthe minded";1
"benny törnroos";"johanna kurkela";1
"benoît charest";"ad vielle que pourra";1
"benoît pioulard";radiohead;7
"benoît widemann";"jethro tull";1
"bens brother";"30 seconds to mars";1
"bens imaginary band";"james horner";1
bensé;"bruno pelletier";1
bent;"massive attack";16
"bent fabric";audi;1
"bent fabricius-bjerre";deeparture;1
"bent outta shape";"abe froman";1
bentframe;immortal;1
"bentley jones";gravitation;1
"bentley rhythm ace";"groove armada";3
"benton falls";"lily allen";2
"bentzon brotherhood";"donald fagen";1
benümb;"arkhon infaustus";1
benuts;"bob marley";2
"beny moré";"abel pintos";1
benya;coma;1
"benz & md";"markus schulz";2
benza;"amithaba buddha";1
benzin;abradab;1
benzino;2pac;1
benzo;"aesop rock";1
benzos;"belle and sebastian";1
beoga;"bob dylan";2
beograd;"45 grave";1
"beogradski sindikat";"cypress hill";2
beowulf;"good riddance";1
"bepi & the prismas";afro;1
"beppe gambetta";"james brown";1
"beppe grillo";airbourne;1
"beppie kraft";eels;1
ber-linn;distemper;3
"berdan mardini";ceza;1
"bere gratis";"alexander klaws";1
berend;"alan braxe & fred falke";1
berenice;abba;1
"beres hammond";"baby cham";2
"berezovsky, boris";chiodos;1
"berg nixon";"band of horses";1
"berg sans nipple";2sleepy;1
bergerac;"an cafe";1
bergfeuer;heintje;2
"bergheim 34";"die sterne";1
bergman;björk;1
"bergman rock";"aphex twin";1
bergthron;"adorned brood";1
berimbrown;aerosmith;1
"bering strait";alabama;1
"berk and the virtual band";"bjørn berge";1
"berkley hart";"badmarsh & shri";1
berksan;"ferhat göçer";2
berkstroem;chicane;1
berlin;"alanis morissette";2
"berlin cinema orchestra";[unknown];1
"berlin festival orchestra";"aly & aj";1
"berlin symphonic film orchestra";deuter;1
"berlin symphony orchestra";"bon jovi";1
"berliner philharmoniker";"black sabbath";2
"berliner weisse";troopers;2
berlitz;"ali farka touré and ry cooder";1
berluc;aerosmith;1
berman;"flogging molly";1
bermei.inazawa;alex;1
"bermuda acoustic trio";"bruce springsteen";1
"bermuda lovers";"all that remains";1
"bermuda triangle";"poets of the fall";2
"bernadette la hengst";2raumwohnung;1
"bernadette peters";"abra moore";1
"bernadette seacrest and her yes men";"aracy de almeida";1
"bernard allison";"popa chubby";2
"bernard andres";amethystium;1
"bernard butler";"del amitri";1
"bernard dascoli";aqua;1
"bernard fanning";"foo fighters";3
"bernard fevre";[unknown];1
"bernard haitink";blur;1
"bernard herrmann";radiohead;3
"bernard lavilliers";"aidan baker & tim hecker";1
"bernard parmegiani";autechre;2
"bernard purdie";"avishai cohen";1
"bernard sjazner";"captain beefheart & his magic band";1
"bernard szajner";"art & technique";1
"bernard wright";devo;1
"bernardo sassetti";"belle chase hotel";1
"bernays propaganda";deftones;1
"bernd begemann";beatsteaks;1
"bernd begemann & die anwort";"arctic monkeys";1
"bernd begemann und die befreiung";"robbie williams";1
"bernd clüver";"helene fischer";2
"bernd kistenmacher";"alpha wave movement";1
"bernd noske";asheni;1
"bernd spier";"andreas martin";1
"bernd stelter";"britney spears";1
"bernhard brink";"geschwister hofmann";2
"bernhard günter";autechre;1
"bernhard ludwig";"billy talent";1
"bērnības milicija";3epkano;1
"bernie green";"al green";1
"bernie krause";"aphex twin";1
"bernie marsden";"audio bullys";1
"bernie worrell";"bob marley";1
bernstein;"ben folds";1
"bernward koch";"frozen silence";2
beroshima;"alexander kowalski";1
"berri txarrak";extremoduro;6
berrogüetto;"dire straits";1
berry;"aliene maφriage";1
"berry lipman";"astrud gilberto";1
"berryz kobo";gummy;1
berryz工房;"big bang";2
"bersarin quartett";65daysofstatic;1
berserk;"morbid angel";3
berserker;"180 grad";1
bersuit;[unknown];1
"bersuit vergarabat";"los fabulosos cadillacs";7
"bert & ernie";"bee gees";1
"bert en ernie";anathema;1
"bert jansch";"the beatles";8
"bert jansch & john renbourn";akron/family;1
"bert kaempfert";"billy vaughn";2
"bert kaempfert & his orchestra";"antonio soler";1
"bert kaempfert and his orchestra";"architecture in helsinki";1
"bert van den brink";"cecilia bartoli";1
"bert visscher";"franky tunes";1
"bert wills";"linard bardill";1
"bert-Åke varg, stig järrel och elever från stockholms musikskolor medmariane edler";"16 horsepower";1
berta;astrud;1
"berthe sylva";coldplay;1
"bertie blackman";air;1
"bertie higgins";"barry white";1
"bertine zetlitz";"lady gaga";2
"bertocucci feranzano";"big cyc";1
bertolf;bløf;1
"bertram ritter";"the beatles";1
"bertrand belin";"cat power";1
"bertrand betsch";bola;1
"bertrand burgalat";"club 8";2
"bertrand renaudin";"ahmad jamal";1
"bertu› cemil";"cem köksal";1
"bertug cemil";"black jazz consortium";1
"bérurier noir";"high tone";2
bes;"4 strings";1
besatt;"ad hominem";2
beseech;"theatre of tragedy";7
"besh o drom";"bob dylan";2
besieged;"american football";1
"bespa kumamero";moby;2
"bess rogers";"amy millan";1
"bessie smith";"johnny cash";4
"best coast";"american football";1
"best enemy";anti-flag;1
"best friends forever";"neutral milk hotel";2
"best fwends";fugazi;2
"best interest";"30 seconds to mars";1
"best of enemies";"brand new";1
"best of seth";"99th floor elevators";1
"bestial devastation";"ablaze my sorrow";1
"bestial mockery";arckanum;2
"bestial summoning";"carpathian forest";1
"bestial warlust";"pungent stench";1
beston;"b.b. king";1
"bet bet";2pac;1
bet.e;"andrés calamaro";1
"bet.e & stef";"billy miles";1
beta;susturucu;1
"beta evers";assück;1
"beta satan";"the knife";2
betagarri;kortatu;2
betchadupa;"badly drawn boy";1
betercore;7seconds;1
beth;albertucho;1
"beth amsel";"blue october";1
"beth anderson";"asian kung-fu generation";1
"beth carvalho";"tim maia";4
"beth fowler";"alice in videoland";1
"beth gibbons";"ella fitzgerald";2
"beth gibbons & rustin man";portishead;11
"beth hart";"arctic monkeys";3
"beth hirsch";"alanis morissette";1
"beth in battle mode";"alkaline trio";1
"beth nielsen chapman";"christina aguilera";1
"beth nielson chapman";"ibrahim ferrer";1
"beth orton";radiohead;9
"beth quist";"andrew bird";1
"beth rowley";"amy winehouse";2
"beth waters";poe;2
"bethany & rufus";"colbie caillat";1
"bethany curve";lovesliescrushing;2
"bethany dillon";"jeremy camp";2
"bethany joy lenz";"avril lavigne";4
bethlehem;behemoth;3
"bethoven, ludwig van";"david byrne";1
betika;codeine;1
beto;"andré sardet";1
"beto cuevas";"alejandro fernández";1
"beto guedes";"roberto carlos";2
"beto quintanilla";"bebel gilberto";1
"beto vázquez infinity";elis;4
"beto villares";"ana cañas";1
betontod;"der dicke polizist";4
"betray my secrets";adema;1
betray-ed;tenhi;2
betrayal;emmure;2
betrayed;bane;3
"betsy pecanins y guillermo briseño";"backstreet boys";1
"bette midler";anastacia;2
"better days ahead";apologetix;1
"better dead than red";"empire falls";1
"better luck next time";"the get up kids";2
"better than a thousand";+44;1
"better than ezra";"death cab for cutie";7
"bettie serveert";air;2
"bettina wegner";"andre williams";1
betty;(+44);1
"betty blowtorch";"bikini kill";1
"betty boo";"alisha's attic";1
"betty botox";air;1
"betty carter";"cassandra wilson";2
"betty curse";afi;1
"betty davis";"bob marley & the wailers";2
"betty everett";"andy williams";1
"betty harris";bauhaus;1
"betty johnson";"buddy rich";1
"betty missiego";anael;1
"betty troupe";"angels of venice";1
"betty wright";"al green";1
"betty x";amaran;1
"bettye lavette";"kings of leon";2
"bettye swann";"albert ayler";1
"betül demir";badem;1
between;"brother jt";1
"between home and serenity";65daysofstatic;1
"between interval";cell;2
"between the buried and me";"all that remains";8
"between the trees";"rise against";3
betwixt;"lloyd cole and the commotions";1
"betwixt & between";"akira yamaoka";1
betzefer;"all that remains";2
beulah;"elliott smith";8
"bevano est";"minny pops";1
"beväpnad tjockis";akin;1
bevel;donovan;1
"beverlei brown";"boney m.";1
"beverley craven";"acoustic alchemy";1
"beverley knight";anastacia;1
"beverley mahood";"jennifer lopez";1
"beverley mitchell";"billy joel";1
"beverly hills 808303";"alan jackson";1
"beverly kenney";"antônio carlos jobim";1
"beverly sills";"anne sofie von otter";1
"beware of safety";caspian;2
bewitched;"judas priest";2
"bexar bexar";"andrius mamontovas";1
bexter;"cansei de ser sexy";1
beyaz;"baba zula";1
beyon-d-lusion;"3rd room";1
beyoncé;rihanna;75
"beyonce & jay-z";"foo fighters";1
"beyoncé & shakira";beyoncé;2
beyond;coldplay;3
"beyond all reason";"avenged sevenfold";2
"beyond black void";:wumpscut:;1
"beyond dawn";gorgoroth;2
"beyond fear";*nsync;1
"beyond pink";"amanita muscaria";1
"beyond possession";macabre;1
"beyond sensory experience";"a perfect circle";1
"beyond surface";nightwish;1
"beyond the citadel of coup de grace";"breathe carolina";1
"beyond the embrace";65daysofstatic;1
"beyond the sixth seal";"a perfect circle";1
"beyond the void";apocalyptica;1
"beyond the wizard's sleeve";35007;1
"beyond the wizards sleeve";"? and the mysterians";1
"beyond twilight";helloween;3
"beyza durmaz";"enbe orkestrası";1
"bez bileta";"clint mansell";2
"bez cenzury";donguralesko;3
"bez jacka";ayreon;1
"bez ladu a skladu";"al di meola";1
bézèd'h;"equals conquest";1
bézèdh;"craig armstrong";1
"bezerra da silva";incubus;3
bff;"carole king";1
bgk;"alkaline trio";1
"bhagavan das";africando;1
"bhai harjinder singh";achanak;1
bhakta;"1200 micrograms";1
bhakti;"chloe goodchild";1
"bhaobhan sidhe";"apocryphal voice";1
"bhayanak maut";amethyste;1
bhimal;"a perfect circle";1
"bhimsen joshi";"amjad ali khan";1
bhoomi;ciara;1
"bhupen hazarika";metallica;2
bhupendra;"amitabh bachchan";1
"bi (rain)";déspairsray;1
bi-2;akurat;1
bïa;"charlotte gainsbourg";1
"bia bedran";america;1
"biagio antonacci";"avril lavigne";3
"biała gorączka";sedes;2
bianca;alpenrebellen;1
"bianca ryan";"3 doors down";1
"bias b";funkoars;2
biber;"absolute beginner";1
"bibi blocksberg";"arctic monkeys";1
"bibi tanga & le professeur inlassable";"jurassic 5";1
"bibi tanga et le professeur inlassable";"eddie vedder";1
"bibi und tina";"die Ärzte";1
bibio;deerhunter;4
"bible of the devil";sabbat;1
"bic runga";"jason mraz";3
bicasso;"abstract rude";1
bice;"aarne tenkanen";1
bichi;"boards of canada";2
bicicletas;"band of horses";1
bid;"all girl summer fun band";1
biddu;eminem;1
"bidê ou balde";coldplay;4
bidibop;"snow patrol";1
bidibule;"danko jones";1
bidinte;"anoushka shankar";1
"biel ballester trio";"barabás lőrinc eklektric";1
"biel majoral";"aretha franklin";1
bielizna;"the jesus and mary chain";2
"biely odpor";azaghal;1
"bienvenido granda";maná;2
"biermösl blosn";beyoncé;1
bierpatrioten;loikaemie;2
bierpimp;"chakuza und bizzy montana";1
biezebaaze;cher;1
"bif naked";"avenged sevenfold";2
"biff bang pow!";felt;2
"biff rose";"alan price";1
"biffy clyro";"bloc party";15
bifrost;kent;1
big;"amy winehouse";1
"big & rich";queen;3
"big a little a";califone;1
"big ali";"2 unlimited";1
"big ang";akon;1
"big audio dynamite";"a man called adam";1
"big audio dynamite ii";"beastie boys";1
"big b";"(hed) planet earth";1
"big bad voodoo daddy";"johnny cash";5
"big band";"benjamin devigne";1
"big band katowice";alibabki;1
"big bang";"epik high";6
"big bang babies";"angelo badalamenti";1
"big bass inc.";cascada;1
"big bear";"azure ray";1
"big big train";"a perfect circle";1
"big bill broonzy";"billie holiday";3
"big bill morganfield";"theresa andersson";1
"big black";fugazi;5
"big black boots";"alicia keys";1
"big blood";"beastie boys";1
"big blood & the bleedin' hearts";autechre;1
"big blue";"chrome division";1
"big blue ball";"adrian sherwood";1
"big blue monkey";"a day to remember";1
"big boi";common;3
"big boss";adultery;1
"big boss man";"balkan beat box";2
"big boy";"hanoi rocks";1
"big boys";"david bowie";2
"big brother";"lou grant";1
"big brother & the holding company";"the beatles";3
"big bud";break;3
"big business";"black flag";2
"big cheese all stars";akimbo;1
"big chief";"black mountain";1
"big circo";"david lee garza";1
"big city dreams";"boogie pimps";1
"big city orchestra";"butthole surfers";1
"big city rock";@junkmail;1
"big cock";"bang sugar bang";1
"big country";queen;3
"big country bluegrass";"colbie caillat";1
"big cyc";kult;3
"big d and the kids table";"reel big fish";7
"big daddy";action;1
"big daddy kane";"gang starr";5
"big daddy weave";"david crowder band";4
"big day";"acoustic alchemy";1
"big dipper";"akiko kiyama";1
"big dismal";"12 stones";1
"big drill car";"black flag";1
"big dumb face";"limp bizkit";2
"big dume";aqua;1
"big electric cat";"absurd minds";1
"big face";coma;1
"big fat snake";beepop;1
"big finish";beck;1
"big finish productions";doves;1
"big fish";"antje duvekot";1
"big foot mama";ac/dc;1
"big fred";impact;1
"big fuckin skull";"adrenalin o.d.";1
"big fuzz";"carole king";1
"big giant circles";"ali project";1
"big gipp";"brother ali";1
"big hand";"7 seconds of love";1
"big head todd and the monsters";björk;2
"big heavy stuff";"the smashing pumpkins";3
"big house";"brad paisley";1
"big in iowa";"aimee mann";1
"big jack johnson";3oh!3;1
"big japan";aloha;1
"big jaz";"biffy clyro";1
"big jess";az;1
"big jim sullivan";"klaus doldinger";1
"big joe";"alton ellis";1
"big joe turner";"marvin gaye";2
"big joe williams";"blind willie johnson";2
"big john";"big l";1
"big john bates";7seconds;1
"big kahuna and the copa cat pack";"carlos varela";1
"big kuntry king";t.i.;2
"big l";eminem;10
"big leaves";"bloc party";1
"big left";"black sabbath";1
"big linda";aerosmith;1
"big lurch";"8ball & mjg";1
"big maceo";"mark hummel";1
"big maceo merriweather";"before the dawn";1
"big mama";2ne1;1
"big mama thornton";prince;2
"big maybelle";"amy winehouse";2
"big mello";"50 cent";1
"big metra";goldfrapp;1
"big mike";"angels & airwaves";1
"big moe";"billy cook";1
"big money";"backstreet boys";1
"big mountain";"bob marley";2
"big muff";"almeidinha do el gringo";1
"big narstie";"charles bronson";1
"big noyd";az;2
"big pokey";"cut copy";1
"big pooh";"bad azz";1
"big pun";"big punisher";1
"big punisher";jay-z;6
"big quarters";"abstract rude & tribe unique";1
"big red";"beat assailant";1
"big rig";"battalion of saints";1
"big rob";"armor for sleep";1
"big ron";kreva;1
"big rude jake";"artie shaw and his orchestra";1
"big sandy";"desmond dekker";1
"big sandy & his fly-rite boys";"a.r. rahman";1
"big sandy & the fly-rite trio";"bruce springsteen";1
"big sandy and his fly-rite boys";"99th floor elevators";1
"big sandy and the fly-rite trio";"bad religion";1
"big sean";j*davey;2
"big shug";"flying lotus";2
"big sir";radiohead;1
"big sky";"crosby, stills & nash";1
"big soul";oasis;2
"big star";"the beatles";9
"big sugar";beck;1
"big tent revival";"4th avenue jones";1
"big tone";chamillionaire;1
"big tree";"david bowie";1
"big tuck";2pac;1
"big tymers";"the game";3
"big walter horton";"little walter";2
"big wednesday";"graeme norgate";1
"big wheel";"guns n' roses";1
"big wreck";bodeans;1
"big yoga muffin";björk;1
"big youth";"augustus pablo";2
"big zis";air;1
big-o;"danity kane";1
big2;"alicia keys";1
bigbang;"foo fighters";4
bigelf;anathema;3
"bigg jus";air;1
"bigga bush";"donald harrison";1
biggabush;beck;1
"biglietto per l'inferno";"jethro tull";2
bign;blacktop;1
bignic;bent;1
"bigod 20";"advanced art";1
bigott;"el niño gusano";1
bigwig;"bad religion";4
bigwigs;akurat;1
biirdie;"dmitri shostakovich";1
"bijan chemirani";"gogol bordello";1
"bijan mortazavi";abba;1
"bijelo dugme";"deep purple";4
bijou;algiva;1
bike;angerfist;1
"bike for three!";"...and you will know us by the trail of dead";1
bikeride;bullion;1
bikini;"asian dub foundation";1
"bikini kill";"le tigre";6
"bikram ghosh";"buffalo springfield";1
"bikram singh";chainsuck;1
"bikstok røgsystem";björk;2
bilal;common;4
bilders;"bardo pond";1
bile;aborted;1
"bilety do kontroli";"anti dread";1
"bilge pump";nirvana;1
bill;blink-182;1
"bill & gloria gaither";"dean martin";2
"bill & gloria gaither/homecoming friends";ac/dc;1
"bill anderson";"bill pursell";1
"bill bailey";"tenacious d";3
"bill bell";"bobby vee";1
"bill black's combo";"dirk busch";1
"bill brown";"blind guardian";2
"bill bruford";"john abercrombie";2
"bill bruford's earthworks";"pat metheny";2
"bill brufords earthworks";"art blakey & the jazz messengers";1
"bill bryson";"a peace of ebony";1
"bill burr";air;1
"bill callahan";"m. ward";5
"bill carlisle";"black sabbath";1
"bill chambers";"buddy & julie miller";1
"bill champlin";"al green";1
"bill charlap";"bill evans";1
"bill charlap trio";"amadou & mariam";1
"bill chase";hillsong;1
"bill clinton";"a.r. rahman";1
"bill connors";"electric outlet";1
